date,price,price_na,price_li
2019-11-17,13575,13575,13575
2019-11-18,13575,13575,13575
2019-11-19,13578,13578,13578
2019-11-20,13605,13605,13605
2019-11-21,13607,13607,13607
2019-11-22,13610,13610,13610
2019-11-23,13610,13610,13610
2019-11-24,13610,13610,13610
2019-11-25,13618,13618,13618
2019-11-26,13620,13620,13620
2019-11-27,13621,13621,13621
2019-11-28,13628,13628,13628
2019-11-29,13618,13618,13618
2019-11-30,13618,13618,13618
2019-12-01,13618,13618,13618
2019-12-02,13625,13625,13625
2019-12-03,13628,13628,13628
2019-12-04,13631,13631,13631
2019-12-05,13642,13642,13642
2019-12-06,13645,13645,13645
2019-12-07,13645,13645,13645
2019-12-08,13645,13645,13645
2019-12-09,13651,13651,13651
2019-12-10,13655,13655,13655
2019-12-11,13658,13658,13658
2019-12-12,13661,13661,13661
2019-12-13,13635,13635,13635
2019-12-14,13635,13635,13635
2019-12-15,13635,13635,13635
2019-12-16,13668,13668,13668
2019-12-17,13674,13674,13674
2019-12-18,13678,13678,13678
2019-12-19,13678,13678,13678
2019-12-20,13695,13695,13695
2019-12-21,13695,13695,13695
2019-12-22,13695,13695,13695
2019-12-23,13702,13702,13702
2019-12-24,13706,13706,13706
2019-12-25,13708,13708,13708
2019-12-26,13713,13713,13713
2019-12-27,13713,13713,13713
2019-12-28,13713,13713,13713
2019-12-29,13713,13713,13713
2019-12-30,13733,13733,13733
2019-12-31,13764,13764,13764
2020-01-01,13764,13764,13764
2020-01-02,13767,13767,13767
2020-01-03,13769,13769,13769
2020-01-04,13769,13769,13769
2020-01-05,13769,13769,13769
2020-01-06,13777,13777,13777
2020-01-07,13780,13780,13780
2020-01-08,13790,13790,13790
2020-01-09,13789,13789,13789
2020-01-10,13798,13798,13798
2020-01-11,13798,13798,13798
2020-01-12,13798,13798,13798
2020-01-13,13800,13800,13800
2020-01-14,13814,13814,13814
2020-01-15,13814,13814,13814
2020-01-16,13817,13817,13817
2020-01-17,13808,13808,13808
2020-01-18,13808,13808,13808
2020-01-19,13808,13808,13808
2020-01-20,13784,13784,13784
2020-01-21,13788,13788,13788
2020-01-22,13796,13796,13796
2020-01-23,13796,13796,13796
2020-01-24,13796,13796,13796
2020-01-25,13796,13796,13796
2020-01-26,13796,13796,13796
2020-01-27,13796,13796,13796
2020-01-28,13796,13796,13796
2020-01-29,13796,13796,13796
2020-01-30,13819,13819,13819
2020-01-31,13822,13822,13822
2020-02-01,13822,13822,13822
2020-02-02,13822,13822,13822
2020-02-03,13827,13827,13827
2020-02-04,13828,13828,13828
2020-02-05,13832,13832,13832
2020-02-06,13835,13835,13835
2020-02-07,13864,13864,13864
2020-02-08,13864,13864,13864
2020-02-09,13864,13864,13864
2020-02-10,13870,13870,13870
2020-02-11,13874,13874,13874
2020-02-12,13882,13882,13882
2020-02-13,13841,13841,13841
2020-02-14,13846,13846,13846
2020-02-15,13846,13846,13846
2020-02-16,13846,13846,13846
2020-02-17,13852,13852,13852
2020-02-18,13855,13855,13855
2020-02-19,13854,13854,13854
2020-02-20,13858,13858,13858
2020-02-21,13894,13894,13894
2020-02-22,13894,13894,13894
2020-02-23,13894,13894,13894
2020-02-24,13933,13933,13933
2020-02-25,13905,13905,13905
2020-02-26,13908,13908,13908
2020-02-27,13905,13905,13905
2020-02-28,13937,13937,13937
2020-02-29,13937,13937,13937
2020-03-01,13937,13937,13937
2020-03-02,13919,13919,13919
2020-03-03,13918,13918,13918
2020-03-04,13920,13920,13920
2020-03-05,13924,13924,13924
2020-03-06,13921,13921,13921
2020-03-07,13921,13921,13921
2020-03-08,13921,13921,13921
2020-03-09,13923,13923,13923
2020-03-10,13934,13934,13934
2020-03-11,13939,13939,13939
2020-03-12,13950,13950,13950
2020-03-13,13954,13954,13954
2020-03-14,13954,13954,13954
2020-03-15,13954,13954,13954
2020-03-16,13960,13960,13960
2020-03-17,13960,13960,13960
2020-03-18,13967,13967,13967
2020-03-19,13969,13969,13969
2020-03-20,13970,13970,13970
2020-03-21,13970,13970,13970
2020-03-22,13970,13970,13970
2020-03-23,13978,13978,13978
2020-03-24,13981,13981,13981
2020-03-25,13984,13984,13984
2020-03-26,13988,13988,13988
2020-03-27,13989,13989,13989
2020-03-28,13989,13989,13989
2020-03-29,13989,13989,13989
2020-03-30,14001,14001,14001
2020-03-31,14034,14034,14034
2020-04-01,14040,14040,14040
2020-04-02,14000,14000,14000
2020-04-03,14047,14047,14047
2020-04-04,14047,14047,14047
2020-04-05,14047,14047,14047
2020-04-06,14023,14023,14023
2020-04-07,14020,14020,14020
2020-04-08,14024,14024,14024
2020-04-09,14006,14006,14006
2020-04-10,14039,14039,14039
2020-04-11,14039,14039,14039
2020-04-12,14009,14009,14009
2020-04-13,14016,14016,14016
2020-04-14,14020,14020,14020
2020-04-15,14023,14023,14023
2020-04-16,14026,14026,14026
2020-04-17,14029,14029,14029
2020-04-18,14029,14029,14029
2020-04-19,14029,14029,14029
2020-04-20,14035,14035,14035
2020-04-21,14034,14034,14034
2020-04-22,14035,14035,14035
2020-04-23,14038,14038,14038
2020-04-24,14039,14039,14039
2020-04-25,14039,14039,14039
2020-04-26,14039,14039,14039
2020-04-27,14037,14037,14037
2020-04-28,14041,14041,14041
2020-04-29,14062,14062,14062
2020-04-30,14062,14062,14062
2020-05-01,14062,14062,14062
2020-05-02,14062,14062,14062
2020-05-03,14062,14062,14062
2020-05-04,14066,14066,14066
2020-05-05,14073,14073,14073
2020-05-06,14077,14077,14077
2020-05-07,14091,14091,14091
2020-05-08,14094,14094,14094
2020-05-09,14094,14094,14094
2020-05-10,14094,14094,14094
2020-05-11,14101,14101,14101
2020-05-12,14103,14103,14103
2020-05-13,14099,14099,14099
2020-05-14,14102,14102,14102
2020-05-15,14103,14103,14103
2020-05-16,14103,14103,14103
2020-05-17,14103,14103,14103
2020-05-18,14109,14109,14109
2020-05-19,14113,14113,14113
2020-05-20,14106,14106,14106
2020-05-21,14100,14100,14100
2020-05-22,14103,14103,14103
2020-05-23,14103,14103,14103
2020-05-24,14103,14103,14103
2020-05-25,14099,14099,14099
2020-05-26,14102,14102,14102
2020-05-27,14115,14115,14115
2020-05-28,14115,14115,14115
2020-05-29,14118,14118,14118
2020-05-30,14118,14118,14118
2020-05-31,14118,14118,14118
2020-06-01,14127,14127,14127
2020-06-02,14128,14128,14128
2020-06-03,14131,14131,14131
2020-06-04,14131,14131,14131
2020-06-05,14132,14132,14132
2020-06-06,14132,14132,14132
2020-06-07,14132,14132,14132
2020-06-08,14138,14138,14138
2020-06-09,14142,14142,14142
2020-06-10,14146,14146,14146
2020-06-11,14150,14150,14150
2020-06-12,14151,14151,14151
2020-06-13,14151,14151,14151
2020-06-14,14151,14151,14151
2020-06-15,14159,14159,14159
2020-06-16,14164,14164,14164
2020-06-17,14162,14162,14162
2020-06-18,14161,14161,14161
2020-06-19,14164,14164,14164
2020-06-20,14164,14164,14164
2020-06-21,14164,14164,14164
2020-06-22,14173,14173,14173
2020-06-23,14176,14176,14176
2020-06-24,14178,14178,14178
2020-06-25,14180,14180,14180
2020-06-26,14190,14190,14190
2020-06-27,14190,14190,14190
2020-06-28,14190,14190,14190
2020-06-29,14196,14196,14196
2020-06-30,14202,14202,14202
2020-07-01,14204,14204,14204
2020-07-02,14203,14203,14203
2020-07-03,14206,14206,14206
2020-07-04,14206,14206,14206
2020-07-05,14206,14206,14206
2020-07-06,14216,14216,14216
2020-07-07,14222,14222,14222
2020-07-08,14225,14225,14225
2020-07-09,14238,14238,14238
2020-07-10,14228,14228,14228
2020-07-11,14228,14228,14228
2020-07-12,14228,14228,14228
2020-07-13,14235,14235,14235
2020-07-14,14240,14240,14240
2020-07-15,14241,14241,14241
2020-07-16,14245,14245,14245
2020-07-17,14246,14246,14246
2020-07-18,14246,14246,14246
2020-07-19,14246,14246,14246
2020-07-20,14255,14255,14255
2020-07-21,14285,14285,14285
2020-07-22,14264,14264,14264
2020-07-23,14267,14267,14267
2020-07-24,14270,14270,14270
2020-07-25,14270,14270,14270
2020-07-26,14270,14270,14270
2020-07-27,14274,14274,14274
2020-07-28,14310,14310,14310
2020-07-29,14309,14309,14309
2020-07-30,14278,14278,14278
2020-07-31,14280,14280,14280
2020-08-01,14280,14280,14280
2020-08-02,14280,14280,14280
2020-08-03,14286,14286,14286
2020-08-04,14294,14294,14294
2020-08-05,14296,14296,14296
2020-08-06,14298,14298,14298
2020-08-07,14303,14303,14303
2020-08-08,14303,14303,14303
2020-08-09,14303,14303,14303
2020-08-10,14290,14290,14290
2020-08-11,14289,14289,14289
2020-08-12,14299,14299,14299
2020-08-13,14313,14313,14313
2020-08-14,14343,14343,14343
2020-08-15,14343,14343,14343
2020-08-16,14343,14343,14343
2020-08-17,14352,14352,14352
2020-08-18,14354,14354,14354
2020-08-19,14356,14356,14356
2020-08-20,14357,14357,14357
2020-08-21,14361,14361,14361
2020-08-22,14361,14361,14361
2020-08-23,14361,14361,14361
2020-08-24,14367,14367,14367
2020-08-25,14389,14389,14389
2020-08-26,14377,14377,14377
2020-08-27,14396,14396,14396
2020-08-28,14382,14382,14382
2020-08-29,14382,14382,14382
2020-08-30,14382,14382,14382
2020-08-31,14409,14409,14409
2020-09-01,14412,14412,14412
2020-09-02,14412,14412,14412
2020-09-03,14414,14414,14414
2020-09-04,14412,14412,14412
2020-09-05,14412,14412,14412
2020-09-06,14412,14412,14412
2020-09-07,14435,14435,14435
2020-09-08,14422,14422,14422
2020-09-09,14423,14423,14423
2020-09-10,14428,14428,14428
2020-09-11,14382,14382,14382
2020-09-12,14382,14382,14382
2020-09-13,14382,14382,14382
2020-09-14,14414,14414,14414
2020-09-15,14413,14413,14413
2020-09-16,14424,14424,14424
2020-09-17,14436,14436,14436
2020-09-18,14401,14401,14401
2020-09-19,14401,14401,14401
2020-09-20,14401,14401,14401
2020-09-21,14411,14411,14411
2020-09-22,14407,14407,14407
2020-09-23,14415,14415,14415
2020-09-24,14422,14422,14422
2020-09-25,14421,14421,14421
2020-09-26,14421,14421,14421
2020-09-27,14421,14421,14421
2020-09-28,14427,14427,14427
2020-09-29,14422,14422,14422
2020-09-30,14426,14426,14426
2020-10-01,14437,14437,14437
2020-10-02,14459,14459,14459
2020-10-03,14459,14459,14459
2020-10-04,14459,14459,14459
2020-10-05,14430,14430,14430
2020-10-06,14445,14445,14445
2020-10-07,14436,14436,14436
2020-10-08,14446,14446,14446
2020-10-09,14450,14450,14450
2020-10-10,14450,14450,14450
2020-10-11,14450,14450,14450
2020-10-12,14466,14466,14466
2020-10-13,14437,14437,14437
2020-10-14,14461,14461,14461
2020-10-15,14447,14447,14447
2020-10-16,14471,14471,14471
2020-10-17,14471,14471,14471
2020-10-18,14471,14471,14471
2020-10-19,14484,14484,14484
2020-10-20,14483,14483,14483
2020-10-21,14486,14486,14486
2020-10-22,14486,14486,14486
2020-10-23,14492,14492,14492
2020-10-24,14492,14492,14492
2020-10-25,14492,14492,14492
2020-10-26,14508,14508,14508
2020-10-27,14511,14511,14511
2020-10-28,14503,14503,14503
2020-10-29,14500,14500,14500
2020-10-30,14511,14511,14511
2020-10-31,14511,14511,14511
2020-11-01,14511,14511,14511
2020-11-02,14504,14504,14504
2020-11-03,14514,14514,14514
2020-11-04,14524,14524,14524
2020-11-05,14530,14530,14530
2020-11-06,14530,14530,14530
2020-11-07,14530,14530,14530
2020-11-08,14530,14530,14530
2020-11-09,14526,14526,14526
2020-11-10,14542,14542,14542
2020-11-11,14550,14550,14550
2020-11-12,14558,14558,14558
2020-11-13,14547,14547,14547
2020-11-14,14547,14547,14547
2020-11-15,14547,14547,14547
2020-11-16,14564,14564,14564
2020-11-17,14562,14562,14562
2020-11-18,14552,14552,14552
2020-11-19,14547,14547,14547
2020-11-20,14571,14571,14571
2020-11-21,14571,14571,14571
2020-11-22,14571,14571,14571
2020-11-23,14576,14576,14576
2020-11-24,14585,14585,14585
2020-11-25,14567,14567,14567
2020-11-26,14602,14602,14602
2020-11-27,14610,14610,14610
2020-11-28,14610,14610,14610
2020-11-29,14610,14610,14610
2020-11-30,14621,14621,14621
2020-12-01,14618,14618,14618
2020-12-02,14630,14630,14630
2020-12-03,14598,14598,14598
2020-12-04,14593,14593,14593
2020-12-05,14593,14593,14593
2020-12-06,14593,14593,14593
2020-12-07,14617,14617,14617
2020-12-08,14599,14599,14599
2020-12-09,14607,14607,14607
2020-12-10,14604,14604,14604
2020-12-11,14611,14611,14611
2020-12-12,14611,14611,14611
2020-12-13,14611,14611,14611
2020-12-14,14630,14630,14630
2020-12-15,14617,14617,14617
2020-12-16,14621,14621,14621
2020-12-17,14630,14630,14630
2020-12-18,14623,14623,14623
2020-12-19,14623,14623,14623
2020-12-20,14623,14623,14623
2020-12-21,14635,14635,14635
2020-12-22,14634,14634,14634
2020-12-23,14636,14636,14636
2020-12-24,14639,14639,14639
2020-12-25,14621,14621,14621
2020-12-26,14621,14621,14621
2020-12-27,14621,14621,14621
2020-12-28,14644,14644,14644
2020-12-29,14648,14648,14648
2020-12-30,14651,14651,14651
2020-12-31,14657,14657,14657
2021-01-01,14657,14657,14657
2021-01-02,14657,14657,14657
2021-01-03,14657,14657,14657
2021-01-04,14657,14657,14657
2021-01-05,14670,14670,14670
2021-01-06,14670,14670,14670
2021-01-07,14668,14668,14668
2021-01-08,14673,14673,14673
2021-01-09,14673,14673,14673
2021-01-10,14673,14673,14673
2021-01-11,14691,14691,14691
2021-01-12,14674,14674,14674
2021-01-13,14686,14686,14686
2021-01-14,14705,14705,14705
2021-01-15,14705,14705,14705
2021-01-16,14705,14705,14705
2021-01-17,14705,14705,14705
2021-01-18,14708,14708,14708
2021-01-19,14701,14701,14701
2021-01-20,14713,14713,14713
2021-01-21,14717,14717,14717
2021-01-22,14706,14706,14706
2021-01-23,14706,14706,14706
2021-01-24,14706,14706,14706
2021-01-25,14712,14712,14712
2021-01-26,14718,14718,14718
2021-01-27,14721,14721,14721
2021-01-28,14735,14735,14735
2021-01-29,14730,14730,14730
2021-01-30,14730,14730,14730
2021-01-31,14730,14730,14730
2021-02-01,14722,14722,14722
2021-02-02,14729,14729,14729
2021-02-03,14737,14737,14737
2021-02-04,14750,14750,14750
2021-02-05,14745,14745,14745
2021-02-06,14745,14745,14745
2021-02-07,14745,14745,14745
2021-02-08,14757,14757,14757
2021-02-09,14755,14755,14755
2021-02-10,14755,14755,14755
2021-02-11,14755,14755,14755
2021-02-12,14755,14755,14755
2021-02-13,14755,14755,14755
2021-02-14,14755,14755,14755
2021-02-15,14755,14755,14755
2021-02-16,14755,14755,14755
2021-02-17,14772,14772,14772
2021-02-18,14776,14776,14776
2021-02-19,14782,14782,14782
2021-02-20,14782,14782,14782
2021-02-21,14782,14782,14782
2021-02-22,14783,14783,14783
2021-02-23,14788,14788,14788
2021-02-24,14790,14790,14790
2021-02-25,14796,14796,14796
2021-02-26,14804,14804,14804
2021-02-27,14804,14804,14804
2021-02-28,14804,14804,14804
2021-03-01,14804,14804,14804
2021-03-02,14794,14794,14794
2021-03-03,14805,14805,14805
2021-03-04,14812,14812,14812
2021-03-05,14809,14809,14809
2021-03-06,14809,14809,14809
2021-03-07,14809,14809,14809
2021-03-08,14819,14819,14819
2021-03-09,14835,14835,14835
2021-03-10,14836,14836,14836
2021-03-11,14834,14834,14834
2021-03-12,14838,14838,14838
2021-03-13,14838,14838,14838
2021-03-14,14838,14838,14838
2021-03-15,14840,14840,14840
2021-03-16,14825,14825,14825
2021-03-17,14840,14840,14840
2021-03-18,14838,14838,14838
2021-03-19,14843,14843,14843
2021-03-20,14843,14843,14843
2021-03-21,14843,14843,14843
2021-03-22,14844,14844,14844
2021-03-23,14848,14848,14848
2021-03-24,14865,14865,14865
2021-03-25,14870,14870,14870
2021-03-26,14868,14868,14868
2021-03-27,14868,14868,14868
2021-03-28,14868,14868,14868
2021-03-29,14875,14875,14875
2021-03-30,14881,14881,14881
2021-03-31,14881,14881,14881
2021-04-01,14876,14876,14876
2021-04-02,14879,14879,14879
2021-04-03,14879,14879,14879
2021-04-04,14879,14879,14879
2021-04-05,14864,14864,14864
2021-04-06,14861,14861,14861
2021-04-07,14866,14866,14866
2021-04-08,14865,14865,14865
2021-04-09,14856,14856,14856
2021-04-10,14856,14856,14856
2021-04-11,14856,14856,14856
2021-04-12,14860,14860,14860
2021-04-13,14862,14862,14862
2021-04-14,14865,14865,14865
2021-04-15,14886,14886,14886
2021-04-16,14898,14898,14898
2021-04-17,14898,14898,14898
2021-04-18,14898,14898,14898
2021-04-19,14896,14896,14896
2021-04-20,14926,14926,14926
2021-04-21,14926,14926,14926
2021-04-22,14914,14914,14914
2021-04-23,14936,14936,14936
2021-04-24,14936,14936,14936
2021-04-25,14936,14936,14936
2021-04-26,14947,14947,14947
2021-04-27,14931,14931,14931
2021-04-28,14933,14933,14933
2021-04-29,14938,14938,14938
2021-04-30,14938,14938,14938
2021-05-01,14938,14938,14938
2021-05-02,14938,14938,14938
2021-05-03,14938,14938,14938
2021-05-04,14982,14982,14982
2021-05-05,14975,14975,14975
2021-05-06,14996,14996,14996
2021-05-07,15011,15011,15011
2021-05-08,15011,15011,15011
2021-05-09,15011,15011,15011
2021-05-10,15016,15016,15016
2021-05-11,15029,15029,15029
2021-05-12,15024,15024,15024
2021-05-13,15030,15030,15030
2021-05-14,15025,15025,15025
2021-05-15,15025,15025,15025
2021-05-16,15025,15025,15025
2021-05-17,15040,15040,15040
2021-05-18,15031,15031,15031
2021-05-19,15037,15037,15037
2021-05-20,15031,15031,15031
2021-05-21,15040,15040,15040
2021-05-22,15040,15040,15040
2021-05-23,15040,15040,15040
2021-05-24,15046,15046,15046
2021-05-25,15062,15062,15062
2021-05-26,15035,15035,15035
2021-05-27,15053,15053,15053
2021-05-28,15038,15038,15038
2021-05-29,15038,15038,15038
2021-05-30,15038,15038,15038
2021-05-31,15058,15058,15058
2021-06-01,15052,15052,15052
2021-06-02,15063,15063,15063
2021-06-03,15065,15065,15065
2021-06-04,15059,15059,15059
2021-06-05,15059,15059,15059
2021-06-06,15059,15059,15059
2021-06-07,15045,15045,15045
2021-06-08,15055,15055,15055
2021-06-09,15052,15052,15052
2021-06-10,15085,15085,15085
2021-06-11,15077,15077,15077
2021-06-12,15077,15077,15077
2021-06-13,15077,15077,15077
2021-06-14,15092,15092,15092
2021-06-15,15080,15080,15080
2021-06-16,15078,15078,15078
2021-06-17,15055,15055,15055
2021-06-18,15108,15108,15108
2021-06-19,15108,15108,15108
2021-06-20,15108,15108,15108
2021-06-21,15088,15088,15088
2021-06-22,15114,15114,15114
2021-06-23,15101,15101,15101
2021-06-24,15123,15123,15123
2021-06-25,15130,15130,15130
2021-06-26,15130,15130,15130
2021-06-27,15130,15130,15130
2021-06-28,15157,15157,15157
2021-06-29,15115,15115,15115
2021-06-30,15129,15129,15129
2021-07-01,15131,15131,15131
2021-07-02,15152,15152,15152
2021-07-03,15152,15152,15152
2021-07-04,15152,15152,15152
2021-07-05,15134,15134,15134
2021-07-06,15153,15153,15153
2021-07-07,15145,15145,15145
2021-07-08,15157,15157,15157
2021-07-09,15168,15168,15168
2021-07-10,15168,15168,15168
2021-07-11,15168,15168,15168
2021-07-12,15175,15175,15175
2021-07-13,15174,15174,15174
2021-07-14,15191,15191,15191
2021-07-15,15169,15169,15169
2021-07-16,15183,15183,15183
2021-07-17,15183,15183,15183
2021-07-18,15183,15183,15183
2021-07-19,15175,15175,15175
2021-07-20,15186,15186,15186
2021-07-21,15180,15180,15180
2021-07-22,15198,15198,15198
2021-07-23,15202,15202,15202
2021-07-24,15202,15202,15202
2021-07-25,15202,15202,15202
2021-07-26,15204,15204,15204
2021-07-27,15203,15203,15203
2021-07-28,15207,15207,15207
2021-07-29,15200,15200,15200
2021-07-30,15244,15244,15244
2021-07-31,15244,15244,15244
2021-08-01,15244,15244,15244
2021-08-02,15235,15235,15235
2021-08-03,15236,15236,15236
2021-08-04,15238,15238,15238
2021-08-05,15245,15245,15245
2021-08-06,15244,15244,15244
2021-08-07,15244,15244,15244
2021-08-08,15244,15244,15244
2021-08-09,15255,15255,15255
2021-08-10,15252,15252,15252
2021-08-11,15263,15263,15263
2021-08-12,15258,15258,15258
2021-08-13,15248,15248,15248
2021-08-14,15248,15248,15248
2021-08-15,15248,15248,15248
2021-08-16,15254,15254,15254
2021-08-17,15241,15241,15241
2021-08-18,15261,15261,15261
2021-08-19,15298,15298,15298
2021-08-20,15310,15310,15310
2021-08-21,15310,15310,15310
2021-08-22,15310,15310,15310
2021-08-23,15320,15320,15320
2021-08-24,15305,15305,15305
2021-08-25,15325,15325,15325
2021-08-26,15320,15320,15320
2021-08-27,15328,15328,15328
2021-08-28,15328,15328,15328
2021-08-29,15328,15328,15328
2021-08-30,15321,15321,15321
2021-08-31,15344,15344,15344
2021-09-01,15359,15359,15359
2021-09-02,15359,15359,15359
2021-09-03,15359,15359,15359
2021-09-04,15359,15359,15359
2021-09-05,15359,15359,15359
2021-09-06,15383,15383,15383
2021-09-07,15385,15385,15385
2021-09-08,15393,15393,15393
2021-09-09,15381,15381,15381
2021-09-10,15371,15371,15371
2021-09-11,15371,15371,15371
2021-09-12,15371,15371,15371
2021-09-13,15390,15390,15390
2021-09-14,15408,15408,15408
2021-09-15,15376,15376,15376
2021-09-16,15369,15369,15369
2021-09-17,15380,15380,15380
2021-09-18,15380,15380,15380
2021-09-19,15380,15380,15380
2021-09-20,15383,15383,15383
2021-09-21,15362,15362,15362
2021-09-22,15377,15377,15377
2021-09-23,15368,15368,15368
2021-09-24,15380,15380,15380
2021-09-25,15380,15380,15380
2021-09-26,15380,15380,15380
2021-09-27,15394,15394,15394
2021-09-28,15381,15381,15381
2021-09-29,15386,15386,15386
2021-09-30,15399,15399,15399
2021-10-01,15377,15377,15377
2021-10-02,15377,15377,15377
2021-10-03,15377,15377,15377
2021-10-04,15404,15404,15404
2021-10-05,15414,15414,15414
2021-10-06,15424,15424,15424
2021-10-07,15405,15405,15405
2021-10-08,15394,15394,15394
2021-10-09,15394,15394,15394
2021-10-10,15394,15394,15394
2021-10-11,15432,15432,15432
2021-10-12,15436,15436,15436
2021-10-13,15443,15443,15443
2021-10-14,15408,15408,15408
2021-10-15,15419,15419,15419
2021-10-16,15419,15419,15419
2021-10-17,15419,15419,15419
2021-10-18,15428,15428,15428
2021-10-19,15442,15442,15442
2021-10-20,15479,15479,15479
2021-10-21,15468,15468,15468
2021-10-22,15458,15458,15458
2021-10-23,15458,15458,15458
2021-10-24,15458,15458,15458
2021-10-25,15465,15465,15465
2021-10-26,15488,15488,15488
2021-10-27,15497,15497,15497
2021-10-28,15493,15493,15493
2021-10-29,15487,15487,15487
2021-10-30,15487,15487,15487
2021-10-31,15487,15487,15487
2021-11-01,15491,15491,15491
2021-11-02,15488,15488,15488
2021-11-03,15480,15480,15480
2021-11-04,15484,15484,15484
2021-11-05,15507,15507,15507
2021-11-06,15507,15507,15507
2021-11-07,15507,15507,15507
2021-11-08,15506,15506,15506
2021-11-09,15527,15527,15527
2021-11-10,15503,15503,15503
2021-11-11,15528,15528,15528
2021-11-12,15515,15515,15515
2021-11-13,15515,15515,15515
2021-11-14,15515,15515,15515
2021-11-15,15552,15552,15552
2021-11-16,15542,15542,15542
2021-11-17,15542,15542,15542
2021-11-18,15548,15548,15548
2021-11-19,15534,15534,15534
2021-11-20,15534,15534,15534
2021-11-21,15534,15534,15534
2021-11-22,15558,15558,15558
2021-11-23,15541,15541,15541
2021-11-24,15554,15554,15554
2021-11-25,15558,15558,15558
2021-11-26,15556,15556,15556
2021-11-27,15556,15556,15556
2021-11-28,15556,15556,15556
2021-11-29,15585,15585,15585
2021-11-30,15561,15561,15561
2021-12-01,15613,15613,15613
2021-12-02,15612,15612,15612
2021-12-03,15621,15621,15621
2021-12-04,15621,15621,15621
2021-12-05,15621,15621,15621
2021-12-06,15629,15629,15629
2021-12-07,15627,15627,15627
2021-12-08,15613,15613,15613
2021-12-09,15579,15579,15579
2021-12-10,15599,15599,15599
2021-12-11,15599,15599,15599
2021-12-12,15599,15599,15599
2021-12-13,15609,15609,15609
2021-12-14,15621,15621,15621
2021-12-15,15629,15629,15629
2021-12-16,15610,15610,15610
