date,price,price_na,price_li
2021-12-17,15612,15612,15612
2021-12-18,15612,15612,15612
2021-12-19,15612,15612,15612
2021-12-20,15619,15619,15619
2021-12-21,15623,15623,15623
2021-12-22,15627,15627,15627
2021-12-23,15647,15647,15647
2021-12-24,15648,15648,15648
2021-12-25,15648,15648,15648
2021-12-26,15648,15648,15648
2021-12-27,15631,15631,15631
2021-12-28,15635,15635,15635
2021-12-29,15631,15631,15631
2021-12-30,15645,15645,15645
2021-12-31,15655,15655,15655
2022-01-01,15655,15655,15655
2022-01-02,15655,15655,15655
2022-01-03,15655,15655,15655
2022-01-04,15668,15668,15668
2022-01-05,15646,15646,15646
2022-01-06,15662,15662,15662
2022-01-07,15668,15668,15668
2022-01-08,15668,15668,15668
2022-01-09,15668,15668,15668
2022-01-10,15675,15675,15675
2022-01-11,15684,15684,15684
2022-01-12,15684,15684,15684
2022-01-13,15692,15692,15692
2022-01-14,15694,15694,15694
2022-01-15,15694,15694,15694
2022-01-16,15694,15694,15694
2022-01-17,15705,15705,15705
2022-01-18,15718,15718,15718
2022-01-19,15714,15714,15714
2022-01-20,15708,15708,15708
2022-01-21,15720,15720,15720
2022-01-22,15720,15720,15720
2022-01-23,15720,15720,15720
2022-01-24,15717,15717,15717
2022-01-25,15737,15737,15737
2022-01-26,15723,15723,15723
2022-01-27,15720,15720,15720
2022-01-28,15728,15728,15728
2022-01-29,15728,15728,15728
2022-01-30,15728,15728,15728
2022-01-31,15728,15728,15728
2022-02-01,15728,15728,15728
2022-02-02,15728,15728,15728
2022-02-03,15728,15728,15728
2022-02-04,15728,15728,15728
2022-02-05,15728,15728,15728
2022-02-06,15728,15728,15728
2022-02-07,15768,15768,15768
2022-02-08,15806,15806,15806
2022-02-09,15781,15781,15781
2022-02-10,15764,15764,15764
2022-02-11,15790,15790,15790
2022-02-12,15790,15790,15790
2022-02-13,15790,15790,15790
2022-02-14,15753,15753,15753
2022-02-15,15788,15788,15788
2022-02-16,15780,15780,15780
2022-02-17,15797,15797,15797
2022-02-18,15812,15812,15812
2022-02-19,15812,15812,15812
2022-02-20,15812,15812,15812
2022-02-21,15800,15800,15800
2022-02-22,15801,15801,15801
2022-02-23,15823,15823,15823
2022-02-24,15811,15811,15811
2022-02-25,15820,15820,15820
2022-02-26,15820,15820,15820
2022-02-27,15820,15820,15820
2022-02-28,15826,15826,15826
2022-03-01,15829,15829,15829
2022-03-02,15829,15829,15829
2022-03-03,15830,15830,15830
2022-03-04,15843,15843,15843
2022-03-05,15843,15843,15843
2022-03-06,15843,15843,15843
2022-03-07,15851,15851,15851
2022-03-08,15855,15855,15855
2022-03-09,15855,15855,15855
2022-03-10,15865,15865,15865
2022-03-11,15876,15876,15876
2022-03-12,15876,15876,15876
2022-03-13,15876,15876,15876
2022-03-14,15881,15881,15881
2022-03-15,15898,15898,15898
2022-03-16,15897,15897,15897
2022-03-17,15873,15873,15873
2022-03-18,15900,15900,15900
2022-03-19,15900,15900,15900
2022-03-20,15900,15900,15900
2022-03-21,15907,15907,15907
2022-03-22,15896,15896,15896
2022-03-23,15887,15887,15887
2022-03-24,15893,15893,15893
2022-03-25,15921,15921,15921
2022-03-26,15921,15921,15921
2022-03-27,15921,15921,15921
2022-03-28,15923,15923,15923
2022-03-29,15922,15922,15922
2022-03-30,15931,15931,15931
2022-03-31,15927,15927,15927
2022-04-01,15956,15956,15956
2022-04-02,15956,15956,15956
2022-04-03,15956,15956,15956
2022-04-04,15941,15941,15941
2022-04-05,15933,15933,15933
2022-04-06,15908,15908,15908
2022-04-07,15907,15907,15907
2022-04-08,15913,15913,15913
2022-04-09,15913,15913,15913
2022-04-10,15913,15913,15913
2022-04-11,15913,15913,15913
2022-04-12,15908,15908,15908
2022-04-13,15891,15891,15891
2022-04-14,15883,15883,15883
2022-04-15,15910,15910,15910
2022-04-16,15910,15910,15910
2022-04-17,15910,15910,15910
2022-04-18,15921,15921,15921
2022-04-19,15932,15932,15932
2022-04-20,15940,15940,15940
2022-04-21,15969,15969,15969
2022-04-22,15976,15976,15976
2022-04-23,15976,15976,15976
2022-04-24,15976,15976,15976
2022-04-25,16005,16005,16005
2022-04-26,15968,15968,15968
2022-04-27,15998,15998,15998
2022-04-28,15972,15972,15972
2022-04-29,15975,15975,15975
2022-04-30,15975,15975,15975
2022-05-01,15975,15975,15975
2022-05-02,15975,15975,15975
2022-05-03,15975,15975,15975
2022-05-04,16038,16038,16038
2022-05-05,16042,16042,16042
2022-05-06,16019,16019,16019
2022-05-07,16019,16019,16019
2022-05-08,16019,16019,16019
2022-05-09,16048,16048,16048
2022-05-10,16064,16064,16064
2022-05-11,16059,16059,16059
2022-05-12,16072,16072,16072
2022-05-13,16101,16101,16101
2022-05-14,16101,16101,16101
2022-05-15,16101,16101,16101
2022-05-16,16075,16075,16075
2022-05-17,16085,16085,16085
2022-05-18,16086,16086,16086
2022-05-19,16087,16087,16087
2022-05-20,16097,16097,16097
2022-05-21,16097,16097,16097
2022-05-22,16097,16097,16097
2022-05-23,16106,16106,16106
2022-05-24,16105,16105,16105
2022-05-25,16105,16105,16105
2022-05-26,16127,16127,16127
2022-05-27,16101,16101,16101
2022-05-28,16101,16101,16101
2022-05-29,16101,16101,16101
2022-05-30,16108,16108,16108
2022-05-31,16111,16111,16111
2022-06-01,16125,16125,16125
2022-06-02,16121,16121,16121
2022-06-03,16130,16130,16130
2022-06-04,16130,16130,16130
2022-06-05,16130,16130,16130
2022-06-06,16127,16127,16127
2022-06-07,16129,16129,16129
2022-06-08,16111,16111,16111
2022-06-09,16122,16122,16122
2022-06-10,16119,16119,16119
2022-06-11,16119,16119,16119
2022-06-12,16119,16119,16119
2022-06-13,16153,16153,16153
2022-06-14,16150,16150,16150
2022-06-15,16161,16161,16161
2022-06-16,16150,16150,16150
2022-06-17,16146,16146,16146
2022-06-18,16146,16146,16146
2022-06-19,16146,16146,16146
2022-06-20,16186,16186,16186
2022-06-21,16184,16184,16184
2022-06-22,16151,16151,16151
2022-06-23,16186,16186,16186
2022-06-24,16174,16174,16174
2022-06-25,16174,16174,16174
2022-06-26,16174,16174,16174
2022-06-27,16210,16210,16210
2022-06-28,16197,16197,16197
2022-06-29,16231,16231,16231
2022-06-30,16208,16208,16208
2022-07-01,16208,16208,16208
2022-07-02,16208,16208,16208
2022-07-03,16208,16208,16208
2022-07-04,16241,16241,16241
2022-07-05,16242,16242,16242
2022-07-06,16215,16215,16215
2022-07-07,16240,16240,16240
2022-07-08,16229,16229,16229
2022-07-09,16229,16229,16229
2022-07-10,16229,16229,16229
2022-07-11,16257,16257,16257
2022-07-12,16259,16259,16259
2022-07-13,16257,16257,16257
2022-07-14,16259,16259,16259
2022-07-15,16279,16279,16279
2022-07-16,16279,16279,16279
2022-07-17,16279,16279,16279
2022-07-18,16277,16277,16277
2022-07-19,16289,16289,16289
2022-07-20,16265,16265,16265
2022-07-21,16279,16279,16279
2022-07-22,16268,16268,16268
2022-07-23,16268,16268,16268
2022-07-24,16268,16268,16268
2022-07-25,16307,16307,16307
2022-07-26,16293,16293,16293
2022-07-27,16304,16304,16304
2022-07-28,16304,16304,16304
2022-07-29,16309,16309,16309
2022-07-30,16309,16309,16309
2022-07-31,16309,16309,16309
2022-08-01,16357,16357,16357
2022-08-02,16337,16337,16337
2022-08-03,16341,16341,16341
2022-08-04,16339,16339,16339
2022-08-05,16344,16344,16344
2022-08-06,16344,16344,16344
2022-08-07,16344,16344,16344
2022-08-08,16357,16357,16357
2022-08-09,16360,16360,16360
2022-08-10,16364,16364,16364
2022-08-11,16353,16353,16353
2022-08-12,16367,16367,16367
2022-08-13,16367,16367,16367
2022-08-14,16367,16367,16367
2022-08-15,16362,16362,16362
2022-08-16,16356,16356,16356
2022-08-17,16361,16361,16361
2022-08-18,16345,16345,16345
2022-08-19,16370,16370,16370
2022-08-20,16370,16370,16370
2022-08-21,16370,16370,16370
2022-08-22,16426,16426,16426
2022-08-23,16430,16430,16430
2022-08-24,16431,16431,16431
2022-08-25,16419,16419,16419
2022-08-26,16437,16437,16437
2022-08-27,16437,16437,16437
2022-08-28,16437,16437,16437
2022-08-29,16449,16449,16449
2022-08-30,16452,16452,16452
2022-08-31,16435,16435,16435
2022-09-01,16435,16435,16435
2022-09-02,16435,16435,16435
2022-09-03,16435,16435,16435
2022-09-04,16435,16435,16435
2022-09-05,16475,16475,16475
2022-09-06,16498,16498,16498
2022-09-07,16502,16502,16502
2022-09-08,16513,16513,16513
2022-09-09,16505,16505,16505
2022-09-10,16505,16505,16505
2022-09-11,16505,16505,16505
2022-09-12,16505,16505,16505
2022-09-13,16494,16494,16494
2022-09-14,16512,16512,16512
2022-09-15,16526,16526,16526
2022-09-16,16497,16497,16497
2022-09-17,16497,16497,16497
2022-09-18,16497,16497,16497
2022-09-19,16514,16514,16514
2022-09-20,16524,16524,16524
2022-09-21,16504,16504,16504
2022-09-22,16484,16484,16484
2022-09-23,16498,16498,16498
2022-09-24,16498,16498,16498
2022-09-25,16498,16498,16498
2022-09-26,16502,16502,16502
2022-09-27,16508,16508,16508
2022-09-28,16503,16503,16503
2022-09-29,16514,16514,16514
2022-09-30,16517,16517,16517
2022-10-01,16517,16517,16517
2022-10-02,16517,16517,16517
2022-10-03,16533,16533,16533
2022-10-04,16513,16513,16513
2022-10-05,16533,16533,16533
2022-10-06,16547,16547,16547
2022-10-07,16550,16550,16550
2022-10-08,16550,16550,16550
2022-10-09,16550,16550,16550
2022-10-10,16539,16539,16539
2022-10-11,16478,16478,16478
2022-10-12,16494,16494,16494
2022-10-13,16597,16597,16597
2022-10-14,16577,16577,16577
2022-10-15,16577,16577,16577
2022-10-16,16577,16577,16577
2022-10-17,16542,16542,16542
2022-10-18,16535,16535,16535
2022-10-19,16498,16498,16498
2022-10-20,16517,16517,16517
2022-10-21,16572,16572,16572
2022-10-22,16572,16572,16572
2022-10-23,16572,16572,16572
2022-10-24,16538,16538,16538
2022-10-25,16569,16569,16569
2022-10-26,16544,16544,16544
2022-10-27,16569,16569,16569
2022-10-28,16590,16590,16590
2022-10-29,16590,16590,16590
2022-10-30,16590,16590,16590
2022-10-31,16571,16571,16571
2022-11-01,16551,16551,16551
2022-11-02,16534,16534,16534
2022-11-03,16520,16520,16520
2022-11-04,16498,16498,16498
2022-11-05,16498,16498,16498
2022-11-06,16498,16498,16498
2022-11-07,16521,16521,16521
2022-11-08,16495,16495,16495
2022-11-09,16480,16480,16480
2022-11-10,16479,16479,16479
2022-11-11,16426,NA,16481.057627118644
2022-11-12,16426,NA,16483.115254237287
2022-11-13,16426,NA,16485.17288135593
2022-11-14,16353,NA,16487.230508474575
2022-11-15,16152,NA,16489.28813559322
2022-11-16,14851,NA,16491.345762711866
2022-11-17,13671,NA,16493.40338983051
2022-11-18,12863,NA,16495.461016949153
2022-11-19,12863,NA,16497.518644067797
2022-11-20,12863,NA,16499.57627118644
2022-11-21,12841,NA,16501.633898305085
2022-11-22,12848,NA,16503.69152542373
2022-11-23,13140,NA,16505.749152542372
2022-11-24,13151,NA,16507.806779661016
2022-11-25,13162,NA,16509.86440677966
2022-11-26,13162,NA,16511.922033898307
2022-11-27,13162,NA,16513.97966101695
2022-11-28,13184,NA,16516.037288135594
2022-11-29,13193,NA,16518.094915254238
2022-11-30,13205,NA,16520.15254237288
2022-12-01,13217,NA,16522.210169491525
2022-12-02,13228,NA,16524.26779661017
2022-12-03,13228,NA,16526.325423728813
2022-12-04,13228,NA,16528.383050847457
2022-12-05,13256,NA,16530.4406779661
2022-12-06,13266,NA,16532.498305084744
2022-12-07,13274,NA,16534.55593220339
2022-12-08,13285,NA,16536.613559322035
2022-12-09,13293,NA,16538.67118644068
2022-12-10,13293,NA,16540.728813559323
2022-12-11,13293,NA,16542.786440677966
2022-12-12,13306,NA,16544.84406779661
2022-12-13,13314,NA,16546.901694915254
2022-12-14,13321,NA,16548.959322033897
2022-12-15,13327,NA,16551.01694915254
2022-12-16,13333,NA,16553.074576271185
2022-12-17,13333,NA,16555.132203389832
2022-12-18,13333,NA,16557.189830508476
2022-12-19,13344,NA,16559.24745762712
2022-12-20,13351,NA,16561.305084745763
2022-12-21,13357,NA,16563.362711864407
2022-12-22,13362,NA,16565.42033898305
2022-12-23,13370,NA,16567.477966101695
2022-12-24,13370,NA,16569.53559322034
2022-12-25,13370,NA,16571.593220338982
2022-12-26,13385,NA,16573.650847457626
2022-12-27,13399,NA,16575.70847457627
2022-12-28,13412,NA,16577.766101694917
2022-12-29,13425,NA,16579.82372881356
2022-12-30,13438,NA,16581.881355932204
2022-12-31,13438,NA,16583.938983050848
2023-01-01,13438,NA,16585.99661016949
2023-01-02,13438,NA,16588.054237288135
2023-01-03,13455,NA,16590.11186440678
2023-01-04,13463,NA,16592.169491525423
2023-01-05,13468,NA,16594.227118644067
2023-01-06,13478,NA,16596.28474576271
2023-01-07,13478,NA,16598.342372881358
2023-01-08,13478,NA,16600.4
2023-01-09,13490,NA,16602.457627118645
2023-01-10,13500,NA,16604.51525423729
2023-01-11,13507,NA,16606.572881355933
2023-01-12,13517,NA,16608.630508474576
2023-01-13,13524,NA,16610.68813559322
2023-01-14,13524,NA,16612.745762711864
2023-01-15,13524,NA,16614.803389830508
2023-01-16,13536,NA,16616.86101694915
2023-01-17,13541,NA,16618.918644067795
2023-01-18,13547,NA,16620.976271186442
2023-01-19,13553,NA,16623.033898305086
2023-01-20,13553,NA,16625.09152542373
2023-01-21,13553,NA,16627.149152542373
2023-01-22,13553,NA,16629.206779661017
2023-01-23,13553,NA,16631.26440677966
2023-01-24,13553,NA,16633.322033898305
2023-01-25,13553,NA,16635.37966101695
2023-01-26,13553,NA,16637.437288135592
2023-01-27,13562,NA,16639.494915254236
2023-01-28,13562,NA,16641.552542372883
2023-01-29,13562,NA,16643.610169491527
2023-01-30,13575,NA,16645.66779661017
2023-01-31,13583,NA,16647.725423728814
2023-02-01,13589,NA,16649.783050847458
2023-02-02,13596,NA,16651.8406779661
2023-02-03,13601,NA,16653.898305084746
2023-02-04,13601,NA,16655.95593220339
2023-02-05,13601,NA,16658.013559322033
2023-02-06,13614,NA,16660.071186440677
2023-02-07,13620,NA,16662.12881355932
2023-02-08,13625,NA,16664.186440677968
2023-02-09,13633,NA,16666.24406779661
2023-02-10,13640,NA,16668.301694915255
2023-02-11,13640,NA,16670.3593220339
2023-02-12,13640,NA,16672.416949152543
2023-02-13,13653,NA,16674.474576271186
2023-02-14,13658,NA,16676.53220338983
2023-02-15,13672,NA,16678.589830508474
2023-02-16,13685,NA,16680.647457627118
2023-02-17,13700,NA,16682.70508474576
2023-02-18,13700,NA,16684.762711864405
2023-02-19,13700,NA,16686.820338983052
2023-02-20,13714,NA,16688.877966101696
2023-02-21,13728,NA,16690.93559322034
2023-02-22,13742,NA,16692.993220338984
2023-02-23,13756,NA,16695.050847457627
2023-02-24,13770,NA,16697.10847457627
2023-02-25,13770,NA,16699.166101694915
2023-02-26,13770,NA,16701.22372881356
2023-02-27,13784,NA,16703.281355932202
2023-02-28,13798,NA,16705.338983050846
2023-03-01,13776,NA,16707.396610169493
2023-03-02,13798,NA,16709.454237288137
2023-03-03,13812,NA,16711.51186440678
2023-03-04,13812,NA,16713.569491525424
2023-03-05,13812,NA,16715.627118644068
2023-03-06,13824,NA,16717.684745762712
2023-03-07,13837,NA,16719.742372881356
2023-03-08,13848,NA,16721.8
2023-03-09,13859,NA,16723.857627118643
2023-03-10,13872,NA,16725.915254237287
2023-03-11,13872,NA,16727.97288135593
2023-03-12,13872,NA,16730.030508474578
2023-03-13,13883,NA,16732.08813559322
2023-03-14,13894,NA,16734.145762711865
2023-03-15,13905,NA,16736.20338983051
2023-03-16,13916,NA,16738.261016949153
2023-03-17,13928,NA,16740.318644067796
2023-03-18,13928,NA,16742.37627118644
2023-03-19,13928,NA,16744.433898305084
2023-03-20,13939,NA,16746.491525423728
2023-03-21,13947,NA,16748.54915254237
2023-03-22,13956,NA,16750.60677966102
2023-03-23,13961,NA,16752.664406779662
2023-03-24,13969,NA,16754.722033898306
2023-03-25,13969,NA,16756.77966101695
2023-03-26,13969,NA,16758.837288135594
2023-03-27,13967,NA,16760.894915254237
2023-03-28,14010,NA,16762.95254237288
2023-03-29,14016,NA,16765.010169491525
2023-03-30,14021,NA,16767.06779661017
2023-03-31,14035,NA,16769.125423728812
2023-04-01,14035,NA,16771.183050847456
2023-04-02,14035,NA,16773.240677966103
2023-04-03,14071,NA,16775.298305084747
2023-04-04,14091,NA,16777.35593220339
2023-04-05,14097,NA,16779.413559322034
2023-04-06,14073,NA,16781.471186440678
2023-04-07,14116,NA,16783.528813559322
2023-04-08,14116,NA,16785.586440677966
2023-04-09,14116,NA,16787.64406779661
2023-04-10,14149,NA,16789.701694915253
2023-04-11,14164,NA,16791.759322033897
2023-04-12,14262,NA,16793.816949152544
2023-04-13,14269,NA,16795.874576271188
2023-04-14,14215,NA,16797.93220338983
2023-04-15,14215,NA,16799.989830508475
2023-04-16,14215,NA,16802.04745762712
2023-04-17,14270,NA,16804.105084745763
2023-04-18,14383,NA,16806.162711864406
2023-04-19,14385,NA,16808.22033898305
2023-04-20,14514,NA,16810.277966101694
2023-04-21,14617,NA,16812.335593220338
2023-04-22,14617,NA,16814.39322033898
2023-04-23,14617,NA,16816.45084745763
2023-04-24,14611,NA,16818.508474576272
2023-04-25,14629,NA,16820.566101694916
2023-04-26,14631,NA,16822.62372881356
2023-04-27,14696,NA,16824.681355932204
2023-04-28,14637,NA,16826.738983050847
2023-04-29,14637,NA,16828.79661016949
2023-04-30,14637,NA,16830.854237288135
2023-05-01,14637,NA,16832.91186440678
2023-05-02,14637,NA,16834.969491525422
2023-05-03,14637,NA,16837.02711864407
2023-05-04,14747,NA,16839.084745762713
2023-05-05,14795,NA,16841.142372881357
2023-05-06,14795,NA,16843.2
2023-05-07,14795,NA,16845.257627118644
2023-05-08,14860,NA,16847.315254237288
2023-05-09,14878,NA,16849.372881355932
2023-05-10,14918,NA,16851.430508474576
2023-05-11,14860,NA,16853.48813559322
2023-05-12,14931,NA,16855.545762711863
2023-05-13,14931,NA,16857.603389830507
2023-05-14,14931,NA,16859.661016949154
2023-05-15,14992,NA,16861.718644067798
2023-05-16,15014,NA,16863.77627118644
2023-05-17,15090,NA,16865.833898305085
2023-05-18,15061,NA,16867.89152542373
2023-05-19,15098,NA,16869.949152542373
2023-05-20,15098,NA,16872.006779661016
2023-05-21,15098,NA,16874.06440677966
2023-05-23,15227,NA,16876.122033898304
2023-05-22,15219,NA,16878.179661016948
2023-05-24,15322,NA,16880.237288135595
2023-05-25,15409,NA,16882.29491525424
2023-05-26,15406,NA,16884.352542372882
2023-05-27,15406,NA,16886.410169491526
2023-05-28,15406,NA,16888.46779661017
2023-05-29,15493,NA,16890.525423728814
2023-05-30,15461,NA,16892.583050847457
2023-05-31,15536,NA,16894.6406779661
2023-06-01,15616,NA,16896.698305084745
2023-06-02,15660,NA,16898.75593220339
2023-06-03,15660,NA,16900.813559322032
2023-06-04,15660,NA,16902.87118644068
2023-06-05,15827,NA,16904.928813559323
2023-06-06,15950,NA,16906.986440677967
2023-06-07,15960,NA,16909.04406779661
2023-06-08,15961,NA,16911.101694915254
2023-06-09,15969,NA,16913.1593220339
2023-06-10,15969,NA,16915.216949152542
2023-06-11,15969,NA,16917.274576271186
2023-06-12,15958,NA,16919.33220338983
2023-06-13,16119,NA,16921.389830508473
2023-06-14,16233,NA,16923.447457627117
2023-06-15,16312,NA,16925.505084745764
2023-06-16,16472,NA,16927.562711864408
2023-06-17,16472,NA,16929.62033898305
2023-06-18,16472,NA,16931.677966101695
2023-06-19,16342,NA,16933.73559322034
2023-06-20,16453,NA,16935.793220338983
2023-06-21,16357,NA,16937.850847457627
2023-06-22,16309,NA,16939.90847457627
2023-06-23,16380,NA,16941.966101694914
2023-06-24,16380,NA,16944.023728813558
2023-06-25,16380,NA,16946.081355932205
2023-06-26,16421,NA,16948.13898305085
2023-06-27,16329,NA,16950.196610169492
2023-06-28,16353,NA,16952.254237288136
2023-06-29,16699,NA,16954.31186440678
2023-06-30,16711,NA,16956.369491525424
2023-07-01,16711,NA,16958.427118644067
2023-07-02,16711,NA,16960.48474576271
2023-07-03,16725,NA,16962.542372881355
2023-07-04,16815,NA,16964.6
2023-07-05,16739,NA,16966.657627118642
2023-07-06,16709,NA,16968.71525423729
2023-07-07,16753,NA,16970.772881355933
2023-07-08,16753,NA,16972.830508474577
2023-07-09,16753,NA,16974.88813559322
2023-07-10,16812,NA,16976.945762711865
2023-07-11,16855,NA,16979.00338983051
2023-07-12,16858,NA,16981.061016949152
2023-07-13,16840,NA,16983.118644067796
2023-07-14,16850,NA,16985.17627118644
2023-07-15,16850,NA,16987.233898305083
2023-07-16,16850,NA,16989.29152542373
2023-07-17,16832,NA,16991.349152542374
2023-07-18,16841,NA,16993.406779661018
2023-07-19,16831,NA,16995.46440677966
2023-07-20,16814,NA,16997.522033898305
2023-07-21,16819,NA,16999.57966101695
2023-07-22,16819,NA,17001.637288135593
2023-07-23,16819,NA,17003.694915254237
2023-07-24,16826,NA,17005.75254237288
2023-07-25,16831,NA,17007.810169491524
2023-07-26,16747,NA,17009.867796610168
2023-07-27,16744,NA,17011.925423728815
2023-07-28,16753,NA,17013.98305084746
2023-07-29,16753,NA,17016.040677966103
2023-07-30,16753,NA,17018.098305084746
2023-07-31,16742,NA,17020.15593220339
2023-08-01,16768,NA,17022.213559322034
2023-08-02,16791,NA,17024.271186440677
2023-08-03,16917,NA,17026.32881355932
2023-08-04,16941,NA,17028.386440677965
2023-08-05,16941,NA,17030.44406779661
2023-08-06,16941,NA,17032.501694915256
2023-08-07,16830,NA,17034.5593220339
2023-08-08,16825,NA,17036.616949152543
2023-08-09,16956,NA,17038.674576271187
2023-08-10,16857,NA,17040.73220338983
2023-08-11,16961,NA,17042.789830508475
2023-08-12,16961,NA,17044.84745762712
2023-08-13,16961,NA,17046.905084745762
2023-08-14,16978,NA,17048.962711864406
2023-08-15,16949,NA,17051.02033898305
2023-08-16,16874,NA,17053.077966101693
2023-08-17,16785,NA,17055.13559322034
2023-08-18,16862,NA,17057.193220338984
2023-08-19,16862,NA,17059.250847457628
2023-08-20,16862,NA,17061.30847457627
2023-08-21,16937,NA,17063.366101694915
2023-08-22,16930,NA,17065.42372881356
2023-08-23,16860,NA,17067.481355932203
2023-08-24,16838,NA,17069.538983050847
2023-08-25,16975,NA,17071.59661016949
2023-08-26,16975,NA,17073.654237288134
2023-08-27,16975,NA,17075.71186440678
2023-08-28,16862,NA,17077.769491525425
2023-08-29,16998,NA,17079.82711864407
2023-08-30,17024,NA,17081.884745762713
2023-08-31,17086,NA,17083.942372881356
2023-09-01,17086,17086,17086
2023-09-02,17086,17086,17086
2023-09-03,17086,17086,17086
2023-09-04,17086,17086,17086
2023-09-05,17057,17057,17057
2023-09-06,17181,17181,17181
2023-09-07,17116,17116,17116
2023-09-08,17121,17121,17121
2023-09-09,17121,17121,17121
2023-09-10,17121,17121,17121
2023-09-11,17181,17181,17181
2023-09-12,17164,17164,17164
2023-09-13,17124,17124,17124
2023-09-14,17205,17205,17205
2023-09-15,17071,17071,17071
2023-09-16,17071,17071,17071
2023-09-17,17071,17071,17071
2023-09-18,17199,17199,17199
2023-09-19,17119,17119,17119
2023-09-20,17222,17222,17222
2023-09-21,17180,17180,17180
2023-09-22,17168,17168,17168
2023-09-23,17168,17168,17168
2023-09-24,17168,17168,17168
2023-09-25,17179,17179,17179
2023-09-26,17082,17082,17082
2023-09-27,17179,17179,17179
2023-09-28,17155,17155,17155
2023-09-29,17162,17162,17162
2023-09-30,17162,17162,17162
2023-10-01,17162,17162,17162
2023-10-02,17214,17214,17214
2023-10-03,17200,17200,17200
2023-10-04,17186,17186,17186
2023-10-05,17231,17231,17231
2023-10-06,17229,17229,17229
2023-10-07,17229,17229,17229
2023-10-08,17229,17229,17229
2023-10-09,17290,17290,17290
2023-10-10,17300,17300,17300
2023-10-11,17201,17201,17201
2023-10-12,17283,17283,17283
2023-10-13,17325,17325,17325
